管理單位,站名,站號,觀測日期,0時(cms),1時(cms),2時(cms),3時(cms),4時(cms),5時(cms),6時(cms),7時(cms),8時(cms),9時(cms),10時(cms),11時(cms),12時(cms),13時(cms),14時(cms),15時(cms),16時(cms),17時(cms),18時(cms),19時(cms),20時(cms),21時(cms),22時(cms),23時(cms),時平均流量(cms)
第九河川局,仁壽橋                        ,2420H019  ,2019/6/27 上午 12:00:00,14.24,14.24,13.51,12.52,12.52,12.52,12.21,12.21,12.21,12.21,11.89,12.52,12.52,12.84,12.84,12.84,12.84,13.15,13.51,13.51,13.88,16.42,16.42,15.69,13.28
第九河川局,仁壽橋                        ,2420H019  ,2019/6/28 上午 12:00:00,15.33,14.60,14.24,12.52,11.58,10.95,10.95,10.63,10.63,10.63,10.32,10.63,10.95,14.24,13.88,11.89,13.88,13.51,12.52,12.21,12.21,12.52,12.21,12.21,12.24
第九河川局,仁壽橋                        ,2420H019  ,2019/6/29 上午 12:00:00,12.84,13.15,14.24,14.24,14.24,13.88,11.89,11.26,10.95,10.63,10.63,10.95,11.26,11.58,11.89,11.89,11.89,11.58,11.58,11.58,11.89,14.24,14.97,15.69,12.45
第九河川局,仁壽橋                        ,2420H019  ,2019/6/30 上午 12:00:00,16.42,15.69,14.60,12.21,11.26,10.95,10.95,10.95,11.26,11.26,11.58,11.58,11.58,11.58,11.58,11.89,12.21,11.58,11.26,11.58,13.15,15.69,16.78,19.26,12.71
第九河川局,仁壽橋                        ,2420H019  ,2019/7/1 上午 12:00:00,21.84,28.62,33.50,29.14,25.08,22.30,20.50,18.85,17.61,15.69,14.24,13.15,12.52,12.21,14.60,16.42,14.24,12.84,13.15,13.51,12.21,12.21,13.88,12.84,17.46
第九河川局,仁壽橋                        ,2420H019  ,2019/7/2 上午 12:00:00,13.51,12.84,12.52,12.52,12.52,12.52,12.84,13.15,13.51,13.51,13.51,13.51,13.51,13.51,13.15,13.15,12.84,12.84,12.84,12.84,15.33,16.78,16.78,17.19,13.64
第九河川局,仁壽橋                        ,2420H019  ,2019/7/3 上午 12:00:00,17.19,16.42,15.33,14.60,13.88,12.84,12.84,12.52,12.52,12.52,12.84,13.51,18.85,27.60,22.76,22.30,24.61,15.33,13.15,12.52,12.21,12.21,11.89,12.21,15.49
第九河川局,仁壽橋                        ,2420H019  ,2019/7/4 上午 12:00:00,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.52,12.52,12.21,12.52,12.21,12.21,12.21,12.21,12.21,12.21,11.89,12.21,12.21,12.21,12.21,12.21,12.21,12.24
第九河川局,仁壽橋                        ,2420H019  ,2019/7/5 上午 12:00:00,12.52,12.52,12.21,12.52,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.52,12.21,12.21,12.21,12.21,12.52,13.51,13.88,12.52,12.21,12.21,12.84,12.44
第九河川局,仁壽橋                        ,2420H019  ,2019/7/6 上午 12:00:00,13.15,12.84,12.21,11.89,11.58,11.89,11.89,11.89,12.21,12.21,11.89,12.21,12.21,11.89,11.89,11.58,11.58,17.61,18.43,14.24,12.21,11.58,11.58,11.58,12.58
第九河川局,仁壽橋                        ,2420H019  ,2019/7/7 上午 12:00:00,11.26,11.26,10.95,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,10.95,10.95,11.26,10.95,10.95,10.95,10.95,11.17
第九河川局,仁壽橋                        ,2420H019  ,2019/7/8 上午 12:00:00,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.95,10.95,10.95,11.89,13.51,13.15,13.88,14.24,16.05,16.05,16.42,16.78,17.19,16.78,16.78,16.42,15.33,13.46
第九河川局,仁壽橋                        ,2420H019  ,2019/7/9 上午 12:00:00,13.88,12.84,11.26,10.63,10.00,10.00,9.73,10.00,10.00,11.89,12.52,12.84,13.51,13.88,13.88,14.97,15.69,16.05,16.42,16.42,16.42,16.05,15.33,12.52,13.18
第九河川局,仁壽橋                        ,2420H019  ,2019/7/10 上午 12:00:00,10.63,9.73,9.73,9.73,9.73,9.46,9.73,9.73,10.95,12.84,17.19,17.61,17.61,17.61,17.61,17.61,17.61,18.02,17.61,17.61,17.61,17.61,17.61,17.61,14.62
第九河川局,仁壽橋                        ,2420H019  ,2019/7/11 上午 12:00:00,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19,17.19
第九河川局,仁壽橋                        ,2420H019  ,2019/7/12 上午 12:00:00,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42
第九河川局,仁壽橋                        ,2420H019  ,2019/7/13 上午 12:00:00,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69
第九河川局,仁壽橋                        ,2420H019  ,2019/7/14 上午 12:00:00,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,15.33,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.98
第九河川局,仁壽橋                        ,2420H019  ,2019/7/15 上午 12:00:00,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24
第九河川局,仁壽橋                        ,2420H019  ,2019/7/16 上午 12:00:00,13.51,13.51,13.51,13.51,13.51,13.51,13.51,13.51,13.51,13.51,13.51,13.51,13.51,13.51,13.51,13.51,13.51,13.51,13.51,13.51,13.51,13.51,13.51,13.51,13.51
第九河川局,仁壽橋                        ,2420H019  ,2019/7/17 上午 12:00:00,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,14.24,12.52,12.52,12.52,12.59
第九河川局,仁壽橋                        ,2420H019  ,2019/7/18 上午 12:00:00,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52
第九河川局,仁壽橋                        ,2420H019  ,2019/7/19 上午 12:00:00,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.52
第九河川局,仁壽橋                        ,2420H019  ,2019/7/20 上午 12:00:00,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21
第九河川局,仁壽橋                        ,2420H019  ,2019/7/21 上午 12:00:00,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.52,22.30,18.85,12.52,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.95
第九河川局,仁壽橋                        ,2420H019  ,2019/7/22 上午 12:00:00,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21
第九河川局,仁壽橋                        ,2420H019  ,2019/7/23 上午 12:00:00,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89
第九河川局,仁壽橋                        ,2420H019  ,2019/7/24 上午 12:00:00,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,12.21,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.90
第九河川局,仁壽橋                        ,2420H019  ,2019/7/25 上午 12:00:00,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,12.21,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.90
第九河川局,仁壽橋                        ,2420H019  ,2019/7/26 上午 12:00:00,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,12.21,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.90
第九河川局,仁壽橋                        ,2420H019  ,2019/7/27 上午 12:00:00,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58
第九河川局,仁壽橋                        ,2420H019  ,2019/7/28 上午 12:00:00,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58
第九河川局,仁壽橋                        ,2420H019  ,2019/7/29 上午 12:00:00,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58
第九河川局,仁壽橋                        ,2420H019  ,2019/7/30 上午 12:00:00,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58
第九河川局,仁壽橋                        ,2420H019  ,2019/7/31 上午 12:00:00,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58
第九河川局,仁壽橋                        ,2420H019  ,2019/8/1 上午 12:00:00,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26
第九河川局,仁壽橋                        ,2420H019  ,2019/8/2 上午 12:00:00,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26
第九河川局,仁壽橋                        ,2420H019  ,2019/8/3 上午 12:00:00,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26
第九河川局,仁壽橋                        ,2420H019  ,2019/8/4 上午 12:00:00,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95
第九河川局,仁壽橋                        ,2420H019  ,2019/8/5 上午 12:00:00,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95
第九河川局,仁壽橋                        ,2420H019  ,2019/8/6 上午 12:00:00,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95
第九河川局,仁壽橋                        ,2420H019  ,2019/8/7 上午 12:00:00,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95
第九河川局,仁壽橋                        ,2420H019  ,2019/8/8 上午 12:00:00,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95
第九河川局,仁壽橋                        ,2420H019  ,2019/8/9 上午 12:00:00,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,12.21,14.97,23.23,11.70
第九河川局,仁壽橋                        ,2420H019  ,2019/8/10 上午 12:00:00,43.79,55.57,51.26,49.11,73.06,95.10,90.20,79.18,66.44,58.60,53.42,54.14,55.57,54.14,48.45,43.79,38.77,20.50,20.08,27.60,28.62,26.57,25.08,22.30,49.34
第九河川局,仁壽橋                        ,2420H019  ,2019/8/11 上午 12:00:00,20.50,18.02,16.05,15.69,15.33,14.60,14.60,14.24,13.51,14.24,14.24,18.85,12.84,12.52,12.21,11.89,12.52,12.52,12.52,14.60,17.19,17.61,18.43,17.61,14.98
第九河川局,仁壽橋                        ,2420H019  ,2019/8/12 上午 12:00:00,16.78,14.60,12.84,12.21,11.89,11.58,11.58,11.26,11.26,11.26,11.26,11.58,11.58,13.51,12.84,12.52,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.92
第九河川局,仁壽橋                        ,2420H019  ,2019/8/13 上午 12:00:00,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58,11.58
第九河川局,仁壽橋                        ,2420H019  ,2019/8/14 上午 12:00:00,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26,11.26
第九河川局,仁壽橋                        ,2420H019  ,2019/8/15 上午 12:00:00,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95,10.95
第九河川局,仁壽橋                        ,2420H019  ,2019/8/16 上午 12:00:00,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63,10.63
第九河川局,仁壽橋                        ,2420H019  ,2019/8/17 上午 12:00:00,10.32,10.32,10.32,10.32,10.32,10.32,10.32,10.32,10.32,11.58,20.50,25.08,21.37,20.08,27.08,27.08,24.15,21.84,18.85,15.69,14.97,14.24,13.88,14.60,16.12
第九河川局,仁壽橋                        ,2420H019  ,2019/8/18 上午 12:00:00,15.69,16.42,15.33,14.24,13.51,13.51,12.21,11.89,11.58,11.58,12.21,11.58,11.58,11.26,11.58,11.58,11.58,11.58,11.26,11.58,11.26,11.26,11.26,11.26,12.30
第九河川局,仁壽橋                        ,2420H019  ,2019/8/19 上午 12:00:00,10.95,10.63,10.95,10.63,10.63,10.32,10.63,10.00,10.00,9.73,10.32,10.00,9.73,10.00,9.73,9.73,10.00,10.32,13.88,20.50,17.19,16.05,18.02,17.61,12.00
第九河川局,仁壽橋                        ,2420H019  ,2019/8/20 上午 12:00:00,16.42,15.33,14.97,13.88,13.15,12.84,12.84,12.21,12.84,13.51,13.15,12.84,12.84,18.85,18.43,15.33,8.93,9.46,9.20,9.46,9.46,13.15,15.33,14.97,13.24
第九河川局,仁壽橋                        ,2420H019  ,2019/8/21 上午 12:00:00,16.78,16.42,12.84,12.52,12.52,12.21,11.89,12.21,12.84,10.32,9.20,10.32,20.50,18.85,15.33,11.26,6.63,7.32,8.66,8.93,8.66,8.66,8.66,8.39,11.64
第九河川局,仁壽橋                        ,2420H019  ,2019/8/22 上午 12:00:00,10.32,9.46,8.66,8.39,8.12,7.86,7.86,7.59,7.59,7.32,7.32,7.09,6.86,6.63,6.63,6.40,8.12,9.20,10.32,10.95,10.95,10.63,8.66,7.32,8.30
第九河川局,仁壽橋                        ,2420H019  ,2019/8/23 上午 12:00:00,9.20,9.20,8.93,8.93,8.66,8.66,7.86,7.59,7.59,7.32,7.59,7.32,7.32,7.86,7.86,7.86,7.32,7.09,7.32,11.58,23.69,14.97,14.97,15.33,9.68
第九河川局,仁壽橋                        ,2420H019  ,2019/8/24 上午 12:00:00,19.26,18.85,18.85,19.67,22.76,25.54,26.05,29.14,32.93,47.12,73.94,85.57,130.33,263.84,452.12,496.08,467.27,443.56,489.35,484.92,443.56,395.92,389.87,397.93,224.03
第九河川局,仁壽橋                        ,2420H019  ,2019/8/25 上午 12:00:00,441.45,432.99,391.89,326.57,278.90,330.25,304.95,270.49,247.58,255.64,250.81,247.58,222.64,191.92,169.99,162.20,153.26,144.54,138.58,133.80,123.49,114.69,109.31,107.24,226.81
第九河川局,仁壽橋                        ,2420H019  ,2019/8/26 上午 12:00:00,115.78,113.60,109.31,112.51,109.31,111.43,113.60,116.86,115.78,111.43,107.24,107.24,104.14,103.10,103.10,103.10,104.14,102.07,99.02,95.10,94.12,92.16,89.27,88.35,104.85
第九河川局,仁壽橋                        ,2420H019  ,2019/8/27 上午 12:00:00,96.08,92.16,94.12,92.16,89.27,86.49,85.57,82.78,85.57,96.08,95.10,92.16,89.27,89.27,86.49,85.57,84.64,84.64,82.78,82.78,82.78,81.86,80.93,80.93,87.30
第九河川局,仁壽橋                        ,2420H019  ,2019/8/28 上午 12:00:00,116.20,115.24,115.24,114.28,113.32,113.32,112.42,111.51,111.51,112.42,112.42,111.51,110.61,111.51,111.51,111.51,110.61,108.81,107.90,108.81,107.90,107.90,107.90,107.00,111.20
第九河川局,仁壽橋                        ,2420H019  ,2019/8/29 上午 12:00:00,96.69,95.85,95.06,94.28,94.28,93.49,92.70,92.70,93.49,93.49,92.70,92.70,92.70,90.34,91.13,90.34,90.34,90.34,91.13,96.69,96.69,98.38,97.54,99.23,93.78
第九河川局,仁壽橋                        ,2420H019  ,2019/8/30 上午 12:00:00,87.25,85.05,85.05,84.32,82.12,82.12,82.12,82.12,82.12,82.12,81.39,82.12,81.39,80.66,81.39,81.39,82.86,82.12,82.12,82.12,83.59,82.86,85.78,86.52,82.85
第九河川局,仁壽橋                        ,2420H019  ,2019/8/31 上午 12:00:00,75.89,74.53,73.22,73.22,73.22,73.22,73.85,73.22,73.22,73.22,72.58,71.95,71.32,70.69,70.05,69.42,68.79,68.15,66.93,65.76,66.93,65.76,65.17,64.58,70.51
第九河川局,仁壽橋                        ,2420H019  ,2019/9/1 上午 12:00:00,56.74,56.19,55.18,55.68,56.19,56.19,55.18,55.18,55.68,55.18,55.18,54.67,53.66,55.18,54.67,54.67,54.16,53.15,53.15,53.66,53.15,54.16,55.18,52.64,54.74
第九河川局,仁壽橋                        ,2420H019  ,2019/9/2 上午 12:00:00,48.31,46.90,45.56,46.43,45.56,45.99,45.56,45.56,45.56,45.56,45.56,45.99,38.97,32.07,39.36,38.59,37.80,37.00,37.40,37.00,36.20,36.20,36.20,36.20,41.34
第九河川局,仁壽橋                        ,2420H019  ,2019/9/3 上午 12:00:00,31.72,31.72,31.36,31.01,31.36,29.65,28.31,28.31,28.64,28.31,27.64,27.64,28.98,29.98,29.31,29.31,29.98,29.98,29.98,29.65,29.31,29.65,29.31,29.31,29.56
第九河川局,仁壽橋                        ,2420H019  ,2019/9/4 上午 12:00:00,28.64,28.64,27.97,27.64,27.64,27.64,27.64,27.64,27.64,27.30,27.64,27.64,27.30,27.64,27.64,27.30,27.30,27.30,27.97,29.31,30.32,29.98,29.31,27.97,28.03
第九河川局,仁壽橋                        ,2420H019  ,2019/9/5 上午 12:00:00,27.30,27.30,26.98,26.04,25.72,25.40,25.40,25.72,25.40,25.09,25.09,25.09,24.77,24.77,24.46,25.09,25.40,25.40,25.40,25.40,26.35,26.35,26.67,26.35,25.67
第九河川局,仁壽橋                        ,2420H019  ,2019/9/6 上午 12:00:00,25.40,25.72,25.72,25.09,24.14,24.14,24.14,23.84,23.84,23.84,23.24,23.54,23.54,22.94,24.77,24.77,24.14,24.77,25.09,25.40,26.67,26.67,26.67,26.04,24.74
第九河川局,仁壽橋                        ,2420H019  ,2019/9/7 上午 12:00:00,25.72,25.72,25.40,25.09,24.46,23.24,22.94,22.94,22.94,22.94,22.94,22.94,22.64,22.94,23.24,22.94,22.64,22.64,22.64,22.94,23.84,23.84,24.14,23.84,23.52
第九河川局,仁壽橋                        ,2420H019  ,2019/9/8 上午 12:00:00,23.24,22.94,22.94,22.94,22.94,22.64,21.43,20.84,20.55,21.13,20.26,19.97,19.97,20.26,19.69,19.69,19.97,20.55,21.13,20.84,21.43,22.33,22.33,22.33,21.31
第九河川局,仁壽橋                        ,2420H019  ,2019/9/9 上午 12:00:00,22.03,21.73,21.43,20.26,18.82,18.82,18.82,18.82,18.82,19.11,19.11,18.82,19.11,18.82,18.82,19.11,19.97,19.69,19.97,19.97,19.97,19.69,19.97,19.69,19.59
第九河川局,仁壽橋                        ,2420H019  ,2019/9/10 上午 12:00:00,19.11,19.11,18.53,17.96,17.96,17.96,17.96,17.96,17.68,17.68,17.68,17.68,17.68,18.24,18.24,18.24,18.53,18.53,18.82,18.82,18.82,18.53,18.53,19.11,18.29
第九河川局,仁壽橋                        ,2420H019  ,2019/9/11 上午 12:00:00,17.68,17.96,17.12,17.12,16.85,16.85,16.85,16.85,17.12,16.85,16.85,16.85,16.57,16.85,17.12,17.12,16.85,16.85,17.40,17.40,17.68,17.40,17.40,17.68,17.12
第九河川局,仁壽橋                        ,2420H019  ,2019/9/12 上午 12:00:00,16.85,16.57,16.29,16.01,15.73,16.01,15.73,15.73,16.01,16.01,16.01,15.73,15.73,16.01,16.29,16.29,16.57,16.57,16.57,16.57,16.57,16.57,16.85,16.29,16.22
第九河川局,仁壽橋                        ,2420H019  ,2019/9/13 上午 12:00:00,16.01,15.45,15.18,15.18,15.18,15.18,15.18,14.90,14.90,15.18,15.45,15.18,15.45,14.90,15.18,15.45,15.18,15.18,15.18,15.18,14.90,14.90,14.90,15.18,15.17
第九河川局,仁壽橋                        ,2420H019  ,2019/9/14 上午 12:00:00,14.90,14.63,14.63,14.63,14.35,14.35,14.35,14.35,14.35,14.63,14.63,14.63,14.90,14.63,14.35,14.35,14.35,14.08,14.35,14.08,14.08,14.63,14.08,14.63,14.45
第九河川局,仁壽橋                        ,2420H019  ,2019/9/15 上午 12:00:00,14.08,13.53,13.81,13.81,13.53,13.53,13.81,13.81,14.08,13.53,13.53,14.08,13.81,13.53,13.53,13.81,13.81,13.53,13.53,13.81,13.53,13.53,13.53,13.53,13.68
第九河川局,仁壽橋                        ,2420H019  ,2019/9/16 上午 12:00:00,13.26,12.71,12.98,12.98,12.98,12.98,13.26,12.98,12.98,13.26,13.53,12.98,12.98,13.53,12.98,12.98,12.98,12.98,12.71,13.26,13.26,13.26,12.71,12.98,13.06
第九河川局,仁壽橋                        ,2420H019  ,2019/9/17 上午 12:00:00,12.44,12.17,12.44,12.44,12.71,12.44,12.44,12.71,12.44,12.71,12.71,12.44,12.44,12.71,12.44,11.63,11.63,11.90,12.17,11.90,12.44,12.17,12.44,12.44,12.35
第九河川局,仁壽橋                        ,2420H019  ,2019/9/18 上午 12:00:00,13.26,13.53,13.26,13.26,13.26,13.26,12.44,12.71,13.26,13.26,12.98,12.71,12.71,12.98,10.27,9.19,8.92,9.19,9.19,9.19,8.92,9.19,9.19,9.19,11.43
第九河川局,仁壽橋                        ,2420H019  ,2019/9/19 上午 12:00:00,10.27,9.73,10.00,10.27,10.00,9.73,10.00,10.00,9.73,10.00,9.19,10.27,10.27,10.00,10.27,9.73,9.73,10.00,10.00,9.73,9.73,9.46,9.73,9.46,9.88
第九河川局,仁壽橋                        ,2420H019  ,2019/9/20 上午 12:00:00,10.81,10.54,10.81,10.54,10.00,10.54,10.54,10.27,10.81,10.54,10.27,10.54,10.54,10.54,10.27,10.27,10.00,10.27,10.27,10.54,10.00,10.27,10.27,10.00,10.38
第九河川局,仁壽橋                        ,2420H019  ,2019/9/21 上午 12:00:00,10.81,10.81,10.81,11.08,10.81,10.81,10.54,10.81,10.54,11.08,10.81,11.08,11.08,10.81,11.36,11.36,11.36,11.08,11.90,11.90,11.63,12.17,12.17,12.71,11.24
第九河川局,仁壽橋                        ,2420H019  ,2019/9/22 上午 12:00:00,13.53,12.71,12.71,12.98,12.98,12.17,12.71,12.44,12.17,12.44,12.44,12.44,12.44,12.17,12.17,12.44,12.17,12.17,12.17,11.90,12.17,11.90,11.90,12.17,12.37
第九河川局,仁壽橋                        ,2420H019  ,2019/9/23 上午 12:00:00,12.98,13.26,13.26,12.71,12.98,12.71,12.98,12.71,12.98,12.71,12.71,12.71,12.71,12.71,12.44,12.71,12.71,12.71,12.71,12.44,12.71,13.26,12.71,12.98,12.81
第九河川局,仁壽橋                        ,2420H019  ,2019/9/24 上午 12:00:00,12.71,12.71,12.71,12.71,12.71,12.44,12.44,12.71,12.44,12.44,12.44,12.44,12.44,12.44,12.71,12.44,12.44,12.44,12.44,12.44,12.71,12.44,12.44,12.71,12.54
第九河川局,仁壽橋                        ,2420H019  ,2019/9/25 上午 12:00:00,12.17,12.17,12.44,12.17,11.90,11.90,11.63,11.90,11.90,11.90,11.90,11.90,11.90,12.17,11.63,11.63,11.63,11.90,11.63,11.90,11.90,11.63,11.90,11.63,11.88
第九河川局,仁壽橋                        ,2420H019  ,2019/9/26 上午 12:00:00,12.17,12.98,12.98,13.26,13.53,12.98,11.63,11.90,11.90,11.63,11.90,11.90,11.63,11.63,11.36,11.36,11.63,12.17,12.71,11.36,11.36,11.63,12.44,11.90,12.08
第九河川局,仁壽橋                        ,2420H019  ,2019/9/27 上午 12:00:00,11.63,11.36,11.36,11.08,11.08,11.08,11.08,10.81,11.08,11.08,11.08,11.08,11.08,11.36,11.36,11.36,11.08,11.08,11.08,11.36,11.08,11.36,11.08,11.08,11.16
第九河川局,仁壽橋                        ,2420H019  ,2019/9/28 上午 12:00:00,11.08,11.08,11.08,11.08,10.81,10.81,11.08,11.08,11.08,11.08,10.81,10.81,10.54,10.81,10.54,10.81,10.54,10.81,10.81,10.81,11.08,11.36,11.08,11.08,10.92
第九河川局,仁壽橋                        ,2420H019  ,2019/9/29 上午 12:00:00,10.81,10.81,10.81,11.08,11.36,11.36,11.36,11.63,11.36,11.63,11.90,11.90,11.90,12.71,12.71,13.26,13.26,12.71,12.44,12.98,12.71,12.98,12.98,12.71,12.08
第九河川局,仁壽橋                        ,2420H019  ,2019/9/30 上午 12:00:00,12.71,11.90,11.90,11.63,11.90,12.71,13.26,13.26,17.96,19.69,20.84,26.67,32.78,48.78,66.93,76.57,77.94,74.53,66.34,61.64,56.74,50.18,44.68,42.93,37.37
第九河川局,仁壽橋                        ,2420H019  ,2019/10/1 上午 12:00:00,34.20,35.00,33.85,32.78,32.78,32.78,32.07,31.01,29.65,28.31,26.98,26.35,24.77,22.64,22.64,15.45,12.44,14.08,15.73,15.45,15.45,14.90,14.08,13.26,23.81
第九河川局,仁壽橋                        ,2420H019  ,2019/10/2 上午 12:00:00,12.98,12.71,12.71,12.17,11.90,11.36,11.90,11.36,11.08,11.08,10.81,10.54,11.36,11.63,11.08,10.00,10.00,10.00,10.27,10.00,9.73,10.00,10.00,9.73,10.98
第九河川局,仁壽橋                        ,2420H019  ,2019/10/3 上午 12:00:00,9.46,9.46,10.00,8.92,9.19,8.92,9.19,8.65,8.92,8.65,8.92,9.46,8.92,8.65,8.92,8.65,9.19,8.92,8.92,8.65,8.92,8.92,8.92,8.92,9.00
