管理單位,站名,站號,觀測日期,0時(cms),1時(cms),2時(cms),3時(cms),4時(cms),5時(cms),6時(cms),7時(cms),8時(cms),9時(cms),10時(cms),11時(cms),12時(cms),13時(cms),14時(cms),15時(cms),16時(cms),17時(cms),18時(cms),19時(cms),20時(cms),21時(cms),22時(cms),23時(cms),時平均流量(cms)
第九河川局,仁壽橋                        ,2420H019  ,2019/10/4 上午 12:00:00,8.38,9.19,7.57,8.92,8.92,8.11,8.38,8.11,8.65,8.65,8.38,8.11,7.84,8.65,8.65,8.38,8.38,8.11,8.38,7.57,8.38,7.84,7.57,7.30,8.26
第九河川局,仁壽橋                        ,2420H019  ,2019/10/5 上午 12:00:00,8.11,7.57,7.57,8.11,8.11,7.57,6.46,8.38,8.11,8.11,7.57,7.57,7.84,7.84,7.57,7.57,7.57,7.30,7.57,8.38,7.84,8.65,8.11,6.88,7.76
第九河川局,仁壽橋                        ,2420H019  ,2019/10/6 上午 12:00:00,6.88,7.30,8.38,8.11,7.30,8.11,8.65,8.38,8.92,8.92,9.46,8.65,8.65,9.46,8.38,8.38,8.38,8.92,8.92,8.11,8.92,7.84,9.19,7.84,8.45
第九河川局,仁壽橋                        ,2420H019  ,2019/10/7 上午 12:00:00,8.65,8.38,8.92,8.92,8.38,8.11,7.84,9.19,8.38,8.65,8.92,9.19,8.92,9.19,8.92,8.92,8.92,8.38,8.65,8.92,8.65,8.65,8.92,8.65,8.72
第九河川局,仁壽橋                        ,2420H019  ,2019/10/8 上午 12:00:00,8.38,8.65,8.65,8.11,8.38,8.65,8.38,8.65,8.38,8.38,8.11,8.38,8.65,8.92,8.92,8.38,7.84,7.84,8.38,7.84,8.38,7.84,7.84,8.11,8.33
第九河川局,仁壽橋                        ,2420H019  ,2019/10/9 上午 12:00:00,7.57,8.11,8.11,7.84,7.84,7.84,7.57,7.57,8.11,7.84,7.57,7.84,7.84,7.57,7.57,7.57,7.84,7.57,7.84,7.84,7.57,7.84,7.57,7.57,7.75
第九河川局,仁壽橋                        ,2420H019  ,2019/10/10 上午 12:00:00,7.57,7.57,7.57,6.88,7.30,6.88,6.88,7.30,7.57,7.30,7.57,6.88,7.30,7.57,7.30,6.88,7.30,6.88,7.30,6.88,6.88,6.88,7.30,6.88,7.18
第九河川局,仁壽橋                        ,2420H019  ,2019/10/11 上午 12:00:00,6.46,6.88,6.88,6.88,6.46,6.88,6.46,6.46,6.88,6.46,6.46,6.46,6.88,6.46,6.46,6.46,6.46,6.46,6.04,6.04,6.46,6.46,6.04,6.04,6.50
第九河川局,仁壽橋                        ,2420H019  ,2019/10/12 上午 12:00:00,6.04,6.46,6.04,6.46,6.46,6.04,6.04,5.62,6.46,6.46,6.46,6.04,6.04,6.46,6.04,5.62,6.04,6.04,6.04,6.04,6.46,7.30,7.57,7.30,6.32
第九河川局,仁壽橋                        ,2420H019  ,2019/10/13 上午 12:00:00,7.30,6.88,6.04,6.04,6.04,5.62,6.04,5.21,5.62,5.62,5.62,5.62,6.04,5.62,5.21,5.62,5.62,5.62,5.62,5.62,5.62,6.04,6.46,6.88,5.87
第九河川局,仁壽橋                        ,2420H019  ,2019/10/14 上午 12:00:00,6.46,6.04,5.62,4.79,4.79,5.21,4.79,5.21,6.04,5.62,5.21,5.21,5.21,5.21,5.62,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.31
第九河川局,仁壽橋                        ,2420H019  ,2019/10/15 上午 12:00:00,5.21,4.79,5.21,4.79,5.21,4.79,4.37,4.37,4.79,4.79,4.37,4.79,4.79,4.79,4.37,4.79,4.79,4.37,4.37,4.79,4.79,4.37,4.79,4.79,4.71
第九河川局,仁壽橋                        ,2420H019  ,2019/10/16 上午 12:00:00,4.37,4.79,4.79,4.37,4.79,4.37,4.37,3.95,4.37,4.37,4.37,4.37,4.37,4.37,3.95,3.95,3.95,3.95,3.95,4.79,5.62,4.37,3.95,4.37,4.37
第九河川局,仁壽橋                        ,2420H019  ,2019/10/17 上午 12:00:00,3.95,3.95,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.95,3.95,3.95,3.95,3.53,3.53,3.95,3.53,3.53,3.53,3.95,3.53,3.53,3.66
第九河川局,仁壽橋                        ,2420H019  ,2019/10/18 上午 12:00:00,3.53,3.53,3.53,3.53,3.53,3.11,3.11,3.11,3.53,3.53,3.53,3.53,3.95,3.53,3.53,3.11,3.11,3.11,2.90,3.11,3.11,3.53,3.53,3.53,3.38
第九河川局,仁壽橋                        ,2420H019  ,2019/10/19 上午 12:00:00,3.53,3.53,3.11,3.11,3.11,2.90,2.90,3.11,3.11,3.11,2.90,2.90,3.11,3.11,3.11,3.11,3.11,3.11,3.53,3.11,3.53,3.11,3.53,3.11,3.16
第九河川局,仁壽橋                        ,2420H019  ,2019/10/20 上午 12:00:00,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,2.90,2.90,2.90,2.90,2.90,2.90,2.90,3.11,3.11,3.05
第九河川局,仁壽橋                        ,2420H019  ,2019/10/21 上午 12:00:00,3.11,2.90,2.90,2.90,2.69,2.69,2.69,2.69,2.69,2.69,1.84,1.84,1.84,1.84,1.63,2.06,2.48,2.48,2.69,2.90,2.90,2.90,3.11,3.11,2.55
第九河川局,仁壽橋                        ,2420H019  ,2019/10/22 上午 12:00:00,2.90,2.90,2.90,2.69,2.90,2.69,2.69,2.90,2.69,2.90,3.11,2.90,2.69,2.90,2.90,2.90,6.88,6.88,7.30,7.30,7.30,7.30,7.30,6.88,4.31
第九河川局,仁壽橋                        ,2420H019  ,2019/10/23 上午 12:00:00,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.46,6.88,6.88,6.88,6.88,7.30,6.88,7.30,6.88,6.90
第九河川局,仁壽橋                        ,2420H019  ,2019/10/24 上午 12:00:00,6.88,6.88,6.88,6.88,6.46,6.46,6.88,6.46,6.88,6.88,6.88,6.46,6.46,6.88,6.46,6.88,7.57,8.65,8.92,8.38,8.11,7.57,7.57,7.30,7.16
第九河川局,仁壽橋                        ,2420H019  ,2019/10/25 上午 12:00:00,7.30,6.88,6.88,6.88,6.46,6.88,6.46,6.46,6.88,6.88,6.46,6.46,6.88,6.46,6.46,6.88,6.46,6.88,6.88,6.46,6.46,6.46,6.88,6.88,6.69
第九河川局,仁壽橋                        ,2420H019  ,2019/10/26 上午 12:00:00,6.46,6.88,6.46,6.88,6.46,6.46,6.46,6.04,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.04,6.04,6.04,6.04,6.04,6.88,6.41
第九河川局,仁壽橋                        ,2420H019  ,2019/10/27 上午 12:00:00,6.46,6.46,6.46,6.04,6.04,6.04,6.04,6.04,6.04,6.04,6.04,6.04,6.04,6.04,6.04,6.04,6.04,6.04,6.04,6.04,6.04,6.46,6.46,6.46,6.14
第九河川局,仁壽橋                        ,2420H019  ,2019/10/28 上午 12:00:00,6.04,6.04,6.04,6.04,6.04,6.04,6.04,6.04,6.04,5.62,2.90,2.90,2.90,2.69,4.79,5.21,5.21,5.62,5.62,5.62,6.04,6.04,6.04,6.04,5.30
第九河川局,仁壽橋                        ,2420H019  ,2019/10/29 上午 12:00:00,6.04,6.04,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,6.04,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.66
第九河川局,仁壽橋                        ,2420H019  ,2019/10/30 上午 12:00:00,5.21,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,6.04,5.62,5.62,5.62,5.63
第九河川局,仁壽橋                        ,2420H019  ,2019/10/31 上午 12:00:00,5.62,5.62,5.62,5.62,5.62,6.04,6.46,6.88,6.88,7.30,7.30,6.46,6.88,6.88,7.30,8.65,8.38,8.11,7.30,6.88,7.57,7.84,9.73,10.00,7.15
第九河川局,仁壽橋                        ,2420H019  ,2019/11/1 上午 12:00:00,9.46,9.73,11.08,11.08,12.17,17.40,15.18,15.73,18.24,17.12,16.01,15.18,14.63,14.35,14.08,14.63,14.35,13.53,13.26,12.71,12.71,12.17,12.17,12.17,13.80
第九河川局,仁壽橋                        ,2420H019  ,2019/11/2 上午 12:00:00,12.17,11.90,12.17,12.17,11.90,11.90,11.08,11.63,11.08,11.63,11.90,12.17,12.17,11.90,11.36,11.90,11.90,10.81,11.08,11.63,11.36,11.63,11.36,11.36,11.66
第九河川局,仁壽橋                        ,2420H019  ,2019/11/3 上午 12:00:00,11.08,10.81,10.81,10.54,10.27,10.27,10.27,10.27,10.27,10.00,10.27,9.73,9.73,9.73,9.73,10.00,9.46,9.73,9.46,9.46,9.46,9.46,9.73,9.46,9.98
第九河川局,仁壽橋                        ,2420H019  ,2019/11/4 上午 12:00:00,9.46,9.73,9.19,9.19,9.46,8.92,9.19,8.92,9.19,9.19,9.19,9.19,8.92,8.92,8.92,8.92,8.92,8.92,8.65,8.92,8.92,8.92,8.92,8.92,9.06
第九河川局,仁壽橋                        ,2420H019  ,2019/11/5 上午 12:00:00,8.92,8.65,8.65,8.65,8.38,8.65,8.38,8.38,8.65,8.38,8.65,8.65,8.65,8.38,8.65,8.65,8.65,8.65,8.65,8.92,9.19,9.19,9.46,9.46,8.72
第九河川局,仁壽橋                        ,2420H019  ,2019/11/6 上午 12:00:00,9.19,9.19,8.92,9.19,8.92,8.92,8.92,9.19,9.46,9.19,9.19,8.92,9.19,9.19,9.19,9.19,8.92,8.92,8.92,8.92,8.92,8.92,8.65,8.38,9.02
第九河川局,仁壽橋                        ,2420H019  ,2019/11/7 上午 12:00:00,8.65,8.65,8.65,8.65,8.38,8.65,8.38,8.38,8.65,8.65,8.38,8.65,8.38,8.38,8.38,8.38,8.38,8.11,8.38,8.38,8.38,8.38,8.38,8.11,8.44
第九河川局,仁壽橋                        ,2420H019  ,2019/11/8 上午 12:00:00,8.38,8.11,8.11,8.11,8.11,8.38,8.11,8.11,8.38,8.38,8.38,8.11,8.11,8.11,8.11,8.11,8.11,8.11,8.11,7.84,7.84,8.38,8.11,8.11,8.15
第九河川局,仁壽橋                        ,2420H019  ,2019/11/9 上午 12:00:00,8.11,8.11,8.11,8.11,7.84,7.84,7.84,7.84,7.84,7.57,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.57,7.57,7.57,7.84,7.84,7.84,7.84,7.83
第九河川局,仁壽橋                        ,2420H019  ,2019/11/10 上午 12:00:00,7.84,7.84,7.84,7.84,7.57,7.57,7.57,7.57,7.84,7.84,7.84,7.84,7.57,7.57,7.57,7.57,7.57,7.30,7.30,7.57,7.30,7.57,7.57,7.57,7.62
第九河川局,仁壽橋                        ,2420H019  ,2019/11/11 上午 12:00:00,7.57,7.57,7.30,7.30,7.30,7.30,7.30,7.30,7.57,7.30,7.30,7.30,7.57,7.30,7.30,7.30,7.30,6.88,7.30,6.88,7.30,7.30,7.57,7.57,7.33
第九河川局,仁壽橋                        ,2420H019  ,2019/11/12 上午 12:00:00,7.30,7.30,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.91
第九河川局,仁壽橋                        ,2420H019  ,2019/11/13 上午 12:00:00,6.88,6.88,6.46,6.88,6.46,6.88,6.46,6.46,6.88,6.88,6.88,6.88,6.88,6.46,6.88,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.63
第九河川局,仁壽橋                        ,2420H019  ,2019/11/14 上午 12:00:00,6.46,6.46,6.46,6.04,6.04,6.04,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.04,6.04,6.04,6.04,6.04,6.04,6.46,6.04,6.46,6.46,6.04,6.26
第九河川局,仁壽橋                        ,2420H019  ,2019/11/15 上午 12:00:00,6.46,6.46,6.04,6.04,6.04,6.04,6.04,6.04,6.46,6.46,6.46,6.46,6.46,6.46,6.46,6.04,6.46,6.04,6.46,6.04,6.04,6.04,6.04,6.04,6.23
第九河川局,仁壽橋                        ,2420H019  ,2019/11/16 上午 12:00:00,6.04,6.04,6.04,6.04,5.62,6.04,6.04,6.04,6.04,6.46,6.04,6.04,6.04,6.04,6.04,6.04,6.04,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.92
第九河川局,仁壽橋                        ,2420H019  ,2019/11/17 上午 12:00:00,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,6.04,6.04,6.04,6.04,6.04,5.62,5.62,5.62,5.62,5.62,5.21,5.21,5.62,5.62,5.62,5.62,5.67
第九河川局,仁壽橋                        ,2420H019  ,2019/11/18 上午 12:00:00,5.62,5.21,5.21,5.62,5.21,5.21,5.21,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.21,5.21,5.21,5.21,5.21,5.62,5.62,6.04,6.04,6.04,5.50
第九河川局,仁壽橋                        ,2420H019  ,2019/11/19 上午 12:00:00,6.04,5.62,5.62,5.62,5.62,5.62,6.04,5.62,6.04,6.04,6.04,5.62,6.04,5.62,6.04,5.62,6.04,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.75
第九河川局,仁壽橋                        ,2420H019  ,2019/11/20 上午 12:00:00,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.21,5.62,6.04,5.21,5.62,5.21,5.21,5.62,5.21,5.21,5.21,6.46,5.62,5.62,5.62,6.04,6.04,5.59
第九河川局,仁壽橋                        ,2420H019  ,2019/11/21 上午 12:00:00,5.62,6.04,5.62,5.62,5.21,5.21,5.62,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,4.79,5.21,5.21,5.62,5.62,5.21,5.62,5.34
第九河川局,仁壽橋                        ,2420H019  ,2019/11/22 上午 12:00:00,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.62,5.62,5.62,5.62,5.62,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.62,5.32
第九河川局,仁壽橋                        ,2420H019  ,2019/11/23 上午 12:00:00,5.21,5.21,5.21,5.21,5.21,4.79,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,4.79,5.21,4.79,5.21,5.21,4.79,5.21,5.21,5.14
第九河川局,仁壽橋                        ,2420H019  ,2019/11/24 上午 12:00:00,5.21,5.21,5.21,5.21,4.79,5.21,4.79,5.21,4.79,4.79,4.79,5.21,5.21,4.79,5.21,4.79,5.21,4.79,4.79,4.79,4.79,4.79,5.21,5.21,5.00
第九河川局,仁壽橋                        ,2420H019  ,2019/11/25 上午 12:00:00,4.79,5.21,5.21,4.79,4.79,4.79,4.79,4.79,5.21,4.79,4.79,5.21,4.79,4.79,4.79,4.79,4.79,5.21,4.79,5.21,5.21,5.62,5.21,5.62,5.00
第九河川局,仁壽橋                        ,2420H019  ,2019/11/26 上午 12:00:00,5.21,5.62,5.62,5.62,5.62,5.62,6.04,6.04,6.04,6.04,6.04,6.04,6.04,5.62,5.62,5.62,5.62,5.62,6.04,6.04,6.04,6.04,5.62,5.62,5.81
第九河川局,仁壽橋                        ,2420H019  ,2019/11/27 上午 12:00:00,5.21,5.21,5.21,5.62,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,4.79,5.21,5.21,4.79,5.21,5.21,5.21,5.21,5.21,4.79,5.21,5.17
第九河川局,仁壽橋                        ,2420H019  ,2019/11/28 上午 12:00:00,5.21,5.21,5.21,5.62,5.62,5.62,5.62,5.62,5.21,5.21,6.88,7.84,6.04,14.90,13.26,12.98,11.36,8.11,6.88,6.46,6.46,6.46,6.46,6.46,7.32
第九河川局,仁壽橋                        ,2420H019  ,2019/11/29 上午 12:00:00,7.30,7.84,7.84,7.57,7.57,7.30,7.30,6.88,6.88,6.88,6.88,6.88,6.88,6.46,6.46,6.46,6.46,6.04,6.46,6.04,6.04,6.46,6.04,6.04,6.78
第九河川局,仁壽橋                        ,2420H019  ,2019/11/30 上午 12:00:00,6.04,6.04,6.04,6.04,6.04,5.62,5.62,6.04,6.04,5.62,5.62,5.62,6.04,5.62,5.62,5.21,5.62,6.04,5.62,5.62,6.04,6.04,6.04,6.04,5.83
第九河川局,仁壽橋                        ,2420H019  ,2019/12/1 上午 12:00:00,6.04,5.62,6.04,5.62,6.04,5.62,5.62,5.62,5.62,5.21,5.62,5.62,5.62,5.21,5.62,5.62,5.62,5.62,5.62,5.21,5.62,5.62,6.04,6.04,5.65
第九河川局,仁壽橋                        ,2420H019  ,2019/12/2 上午 12:00:00,5.62,5.62,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,4.79,5.21,5.22
第九河川局,仁壽橋                        ,2420H019  ,2019/12/3 上午 12:00:00,5.62,5.21,5.62,5.21,5.62,5.62,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,4.79,4.79,5.21,5.21,5.21,5.21,5.24
第九河川局,仁壽橋                        ,2420H019  ,2019/12/4 上午 12:00:00,4.79,5.21,5.21,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79,5.21,5.21,4.79,4.79,4.79,4.79,5.21,5.21,5.21,5.21,5.62,6.04,6.04,5.08
第九河川局,仁壽橋                        ,2420H019  ,2019/12/5 上午 12:00:00,6.46,6.04,6.04,5.62,5.62,5.62,5.62,5.21,5.62,5.21,5.62,5.21,5.21,5.21,5.21,5.62,5.62,5.62,6.04,6.46,6.88,6.46,6.46,6.46,5.78
第九河川局,仁壽橋                        ,2420H019  ,2019/12/6 上午 12:00:00,6.04,6.88,6.46,6.46,6.46,6.46,6.46,6.88,6.46,6.88,6.88,7.30,7.30,7.30,7.30,7.57,7.30,7.57,7.57,8.11,8.38,8.38,8.65,8.92,7.27
第九河川局,仁壽橋                        ,2420H019  ,2019/12/7 上午 12:00:00,8.92,9.46,9.46,9.46,9.19,9.46,9.46,9.73,9.19,9.73,9.73,9.73,9.73,9.73,9.73,9.46,9.46,9.19,9.46,9.19,9.19,9.19,9.19,9.46,9.45
第九河川局,仁壽橋                        ,2420H019  ,2019/12/8 上午 12:00:00,9.19,9.19,8.92,8.92,8.92,8.92,8.92,8.65,8.92,8.92,8.92,8.65,8.65,8.65,8.65,8.38,8.38,8.38,8.38,8.38,8.38,8.11,8.38,8.38,8.66
第九河川局,仁壽橋                        ,2420H019  ,2019/12/9 上午 12:00:00,8.11,8.38,8.11,7.84,7.84,7.84,7.84,7.84,7.84,7.84,8.11,7.84,7.84,7.84,7.57,7.84,7.57,7.57,7.57,7.57,7.57,7.57,7.30,7.57,7.78
第九河川局,仁壽橋                        ,2420H019  ,2019/12/10 上午 12:00:00,7.57,7.30,7.30,7.30,7.30,7.30,7.30,6.88,7.30,7.30,7.30,7.30,7.30,7.30,7.30,6.88,6.88,6.88,6.88,6.88,6.88,6.88,6.88,7.30,7.14
第九河川局,仁壽橋                        ,2420H019  ,2019/12/11 上午 12:00:00,6.88,6.88,6.88,6.88,6.46,6.46,6.46,6.46,6.88,6.46,6.88,6.88,6.46,6.46,6.46,6.46,6.46,6.04,6.46,6.46,6.46,6.46,6.46,6.46,6.56
第九河川局,仁壽橋                        ,2420H019  ,2019/12/12 上午 12:00:00,6.46,6.46,6.46,6.46,6.04,6.04,6.04,6.04,6.04,6.04,6.04,6.46,6.46,6.04,6.04,6.04,6.04,6.04,5.62,6.04,6.04,6.04,6.04,6.04,6.12
第九河川局,仁壽橋                        ,2420H019  ,2019/12/13 上午 12:00:00,6.04,6.04,6.04,5.62,5.62,6.04,6.04,5.62,6.04,6.04,6.04,5.62,6.04,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.21,5.62,5.62,5.75
第九河川局,仁壽橋                        ,2420H019  ,2019/12/14 上午 12:00:00,5.62,5.62,5.62,5.62,5.21,5.62,5.21,5.21,5.62,5.62,5.62,5.62,6.04,5.21,5.21,5.62,5.21,5.62,5.62,5.21,5.21,5.21,5.21,5.62,5.46
第九河川局,仁壽橋                        ,2420H019  ,2019/12/15 上午 12:00:00,5.21,5.62,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,4.79,5.21,5.21,5.21,5.21,5.21,5.21
第九河川局,仁壽橋                        ,2420H019  ,2019/12/16 上午 12:00:00,5.21,5.21,5.21,5.21,5.21,4.79,5.21,4.79,5.21,5.21,5.21,5.21,5.21,5.21,5.21,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79,5.01
第九河川局,仁壽橋                        ,2420H019  ,2019/12/17 上午 12:00:00,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79,5.21,5.21,5.21,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79,5.21,5.21,4.79,4.79,4.88
第九河川局,仁壽橋                        ,2420H019  ,2019/12/18 上午 12:00:00,4.79,4.79,4.79,4.79,4.37,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.37,4.79,4.37,4.79,4.37,4.79,4.37,4.79,4.70
第九河川局,仁壽橋                        ,2420H019  ,2019/12/19 上午 12:00:00,4.79,4.79,4.79,4.79,4.79,4.79,4.37,4.37,4.37,4.79,4.79,4.79,4.79,4.37,4.37,4.37,4.37,4.79,4.37,4.79,4.79,4.37,5.21,5.21,4.66
第九河川局,仁壽橋                        ,2420H019  ,2019/12/20 上午 12:00:00,4.79,4.79,4.79,4.79,5.21,4.79,5.21,4.79,4.79,5.21,5.21,4.79,5.21,5.21,5.21,5.21,6.04,5.62,6.04,5.62,5.62,6.04,6.04,6.04,5.30
第九河川局,仁壽橋                        ,2420H019  ,2019/12/21 上午 12:00:00,6.04,6.04,5.62,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79,5.21,5.10
第九河川局,仁壽橋                        ,2420H019  ,2019/12/22 上午 12:00:00,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.37,4.79,4.79,4.37,4.37,4.79,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.37,4.79,4.79,4.59
第九河川局,仁壽橋                        ,2420H019  ,2019/12/23 上午 12:00:00,4.79,4.37,4.37,4.37,4.37,4.37,4.37,3.95,4.37,4.37,4.37,4.79,4.37,4.37,4.37,4.37,4.37,4.37,3.95,3.95,4.37,3.95,4.79,4.37,4.34
第九河川局,仁壽橋                        ,2420H019  ,2019/12/24 上午 12:00:00,3.95,4.37,4.37,3.95,3.95,4.37,3.95,3.95,3.95,4.37,4.37,4.37,3.95,4.37,3.95,3.95,3.95,3.95,3.95,3.95,4.37,3.95,3.95,3.95,4.09
第九河川局,仁壽橋                        ,2420H019  ,2019/12/25 上午 12:00:00,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.53,3.95,3.95,3.95,3.95,3.93
第九河川局,仁壽橋                        ,2420H019  ,2019/12/26 上午 12:00:00,3.95,3.95,3.95,3.95,3.53,3.95,3.53,3.95,3.95,3.95,3.95,3.95,3.95,3.53,3.95,3.53,3.95,3.53,3.53,3.53,3.53,3.53,3.53,3.95,3.77
第九河川局,仁壽橋                        ,2420H019  ,2019/12/27 上午 12:00:00,3.95,3.53,3.95,4.37,4.37,4.37,4.37,4.37,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,4.37,4.37,3.95,3.95,3.95,3.95,3.53,4.04
第九河川局,仁壽橋                        ,2420H019  ,2019/12/28 上午 12:00:00,3.53,3.53,3.11,3.11,3.53,3.53,3.53,3.11,3.11,3.53,3.11,3.11,3.11,3.11,3.53,3.11,3.11,3.11,3.11,3.53,3.11,3.53,3.11,3.11,3.26
第九河川局,仁壽橋                        ,2420H019  ,2019/12/29 上午 12:00:00,3.11,3.11,3.11,3.11,3.11,3.53,3.53,3.95,3.95,3.95,4.37,4.79,5.21,5.62,6.46,6.88,7.30,7.57,7.84,7.84,7.84,7.84,7.84,7.84,5.45
第九河川局,仁壽橋                        ,2420H019  ,2019/12/30 上午 12:00:00,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.57,7.84,7.84,7.57,7.30,7.57,7.30,7.30,7.30,7.30,7.84,7.84,8.11,7.70
第九河川局,仁壽橋                        ,2420H019  ,2019/12/31 上午 12:00:00,8.11,8.38,8.65,8.92,9.19,9.73,10.81,10.81,11.36,11.08,12.17,12.44,11.90,13.26,12.44,11.90,11.63,11.90,11.08,11.08,10.81,10.81,11.36,10.54,10.91
第九河川局,花蓮大橋                      ,2420H024  ,2019/1/1 上午 12:00:00,79.60,79.60,79.60,79.60,79.60,79.60,77.20,79.60,77.20,79.60,77.20,77.20,77.20,77.20,77.20,77.20,77.20,74.80,77.20,77.20,77.20,77.20,79.60,79.60,78.07
第九河川局,花蓮大橋                      ,2420H024  ,2019/1/2 上午 12:00:00,82.00,88.00,88.00,91.00,91.00,91.00,88.00,85.00,91.00,88.00,91.00,88.00,88.00,82.00,85.00,88.00,88.00,88.00,94.00,94.00,94.00,94.00,94.00,94.00,89.53
第九河川局,花蓮大橋                      ,2420H024  ,2019/1/3 上午 12:00:00,91.00,91.00,91.00,91.00,91.00,91.00,85.00,85.00,85.00,85.00,77.20,77.20,77.20,74.80,74.80,74.80,74.80,74.80,74.80,74.80,82.00,82.00,77.20,82.00,81.66
第九河川局,花蓮大橋                      ,2420H024  ,2019/1/4 上午 12:00:00,79.60,82.00,82.00,79.60,82.00,82.00,79.60,79.60,77.20,77.20,77.20,74.80,74.80,74.80,74.80,77.20,77.20,77.20,77.20,77.20,79.60,77.20,79.60,77.20,78.17
第九河川局,花蓮大橋                      ,2420H024  ,2019/1/5 上午 12:00:00,74.80,77.20,77.20,77.20,77.20,77.20,77.20,74.80,72.40,72.40,72.40,65.20,65.20,62.80,65.20,62.80,62.80,62.80,60.40,60.40,62.80,67.60,70.00,70.00,69.39
第九河川局,花蓮大橋                      ,2420H024  ,2019/1/6 上午 12:00:00,70.00,67.60,67.60,67.60,70.00,67.60,60.40,62.80,60.40,60.40,60.40,58.00,60.40,62.80,58.00,60.40,58.00,58.00,62.80,62.80,67.60,67.60,67.60,67.60,63.46
第九河川局,花蓮大橋                      ,2420H024  ,2019/1/7 上午 12:00:00,65.20,65.20,65.20,65.20,65.20,65.20,65.20,65.20,65.20,65.20,62.80,60.40,58.00,58.00,58.00,60.40,60.40,60.40,60.40,62.80,62.80,62.80,62.80,62.80,62.65
第九河川局,花蓮大橋                      ,2420H024  ,2019/1/8 上午 12:00:00,60.40,60.40,60.40,60.40,60.40,60.40,60.40,60.40,58.00,58.00,53.80,51.70,51.70,51.70,51.70,53.80,49.60,49.60,49.60,49.60,51.70,58.00,55.90,53.80,55.37
第九河川局,花蓮大橋                      ,2420H024  ,2019/1/9 上午 12:00:00,49.60,49.60,49.60,49.60,49.60,47.50,49.60,49.60,49.60,51.70,53.80,55.90,58.00,58.00,60.40,60.40,60.40,62.80,65.20,65.20,65.20,65.20,65.20,65.20,56.68
第九河川局,花蓮大橋                      ,2420H024  ,2019/1/10 上午 12:00:00,62.80,62.80,62.80,60.40,62.80,60.40,60.40,58.00,58.00,58.00,55.90,53.80,51.70,53.80,51.70,53.80,53.80,53.80,53.80,53.80,53.80,55.90,55.90,55.90,56.70
